transcript_id	constituent_gene_names	length	operon_is_polycistronic	normalized_read_counts	deg_rate
TU-8381	spy	632.0	False	37.78618769761933	0.0014262287665842495
TU-8382	ycaC	627.0	False	69.80320012501251	0.0022253853887564
TU-8383	yfeK, yfeS	1169.0	True	42.45931518277362	0.00191494637558184
TU-8384	bepA, yfgD	1870.0	True	121.50131461273514	0.0022253853887563993
TU-8385	der, bamB	3092.0	True	257.4446706305015	0.008886502314871094
TU-8387	qseC, qseB	2547.0	True	6.920144839979635	0.0014815645904825668
TU-8388	recC	3448.0	True	50.63788525759229	0.0022908278596374784
TU-8389	infA	318.0	False	3500.4470952674233	0.003397780296862477
TU-8391	bamD	923.0	False	949.9367353630115	0.005501168099682105
TU-8392	prfB, recJ, dsbC	4450.0	True	73.77667183389913	0.000126671633874259
TU-8393	cca, ygiM	2088.0	True	113.80748898319212	0.0025672117798516496
TU-8396	dolP	913.0	False	239.5831511679923	0.00350074333616134
TU-8397	greA	615.0	False	235.0652374220116	0.01050223000848402
TU-8398	rpoN, lptB, hpf, ptsN, rapZ	4574.0	True	185.92649349454476	0.005134022086750356
TU-8399	yecR	414.0	False	273.62988171562927	0.009627044174443685
TU-8405	flhA, flhE, flhB	3637.0	True	107.21687484992854	0.011552453009332421
TU-8407	rne	3547.0	False	458.11931937546717	0.0064180294496291234
TU-8408	fliE	337.0	False	442.0391760521283	0.0013433084894572582
TU-8411	fliF, fliG, fliH, fliI, fliJ, fliK	6438.0	True	349.6981451073043	0.0014960790541357451
TU-8414	malQ	2414.0	True	0.0	0.000126671633874259
TU-8417	yhjJ	1573.0	False	73.4566927423934	0.007701635339554948
TU-8419	yieE, yieF	1390.0	True	82.55460573077161	0.0064180294496291234
TU-8421	plsB	2556.0	False	157.90729398785265	0.007701635339554948
TU-8422	essD, rrrD, rzpD	1696.0	True	22.648470356215423	0.0018820222499163933
TU-8423	rutR	747.0	False	42.54289181122839	0.0050228056562314875
TU-8427	narV, narW	2751.0	True	1.8290386023773131e-16	0.000126671633874259
TU-8428	ydhI, ydhJ, ydhK	3136.0	True	27.631229350738526	0.0022253853887564
TU-8430	lhr	5388.0	True	6.696463287575434e-14	0.000126671633874259
TU-8431	rnlB	649.0	True	0.0	0.000126671633874259
TU-8433	gspB, gspA	2127.0	True	9.694888906249288	0.0018485107861835025
TU-8434	yicI, yicJ	4446.0	True	7.794117583745154	0.0016789894105219457
TU-8435	ahpF	2317.0	True	0.0	0.000126671633874259
TU-8438	ftnB	654.0	False	54.1051213885859	0.01050223000848402
TU-8439	bglA	1440.0	False	134.57747511786656	0.004278686299752749
TU-8441	ytfE	689.0	False	10.024419612922243	0.0016503504299046317
TU-8443	ygbA	376.0	False	14.523230130053484	0.0021393431498763745
TU0-0	cysG	1448.0	True	57.76179787752557	0.0015066139493458226
TU0-1	fabH, rpmF, fabD, fabG, plsX	4067.0	True	297.6187620002807	0.003397780296862476
TU0-1002	astE, astB, astD, astA, astC	6059.0	True	8.083531508729893	0.002239412585807974
TU0-1021	pyrH	769.0	False	377.3651930134767	0.0011438072286467744
TU0-1022	nrdF, nrdE, nrdH, nrdI	3867.0	True	746.0133436733406	0.006244354751610312
TU0-1061	dsbA, srkA	1703.0	True	119.57188844626698	0.0022216255787177734
TU0-1062	dsbA	668.0	True	239.60225439731883	0.0033317298568299306
TU0-1063	fkpA	919.0	False	619.832931816157	0.004813522087221842
TU0-1106	aqpZ	696.0	False	14.63307369884656	0.0013433084894572582
TU0-1122	dmsA, dmsB, dmsC	4041.0	True	5.129217086361807	0.00209171413584705
TU0-1123	moaA, moaB, moaD, moaE, moaC	2892.0	True	135.04072843008578	0.003610141565416382
TU0-1141	ptsG	1682.0	False	1591.5807793097963	0.0025114028281157438
TU0-1143	grcA	458.0	False	260.0140549812666	0.0018632988724729713
TU0-1161	ldcC	2172.0	False	28.048316525376194	0.0023104906018664843
TU0-1193	dnaN, recF	2586.0	True	7.516811365052191e-13	0.000126671633874259
TU0-1198	uspB	464.0	False	62.94036497314896	0.0022253853887564
TU0-1201	gdhA	1488.0	False	2464.7893939052483	0.006080238425964432
TU0-1222	efp	699.0	False	1277.3708626056184	0.0064180294496291234
TU0-1241	gdx	399.0	False	54.91223282964518	0.002567211779851649
TU0-1261	chpS, chpB	615.0	True	20.328223955422942	0.0023253729889960583
TU0-12785	yjjY	141.0	False	252.04800833317464	0.003040119212982216
TU0-12786	yjtD	687.0	False	34.57684516313602	0.0022651868645749847
TU0-12787	yaaX	297.0	False	127.37555764460312	0.0022253853887564
TU0-12788	yaaA	777.0	False	114.86771821333578	0.007701635339554948
TU0-12789	yaaJ	1431.0	False	13.08571211976364	0.0013918618083533037
TU0-12790	mog	588.0	False	72.62092645741939	0.0057762265046662105
TU0-12791	satP	567.0	False	48.870836540726344	0.002357643471292331
TU0-12792	yaaW	714.0	False	4.011678168104205	0.0022253853887564
TU0-12793	insL1	1113.0	False	67.36753838009243	0.0022253853887564
TU0-12794	mokC, hokC	210.0	True	16.81084184724573	0.0018086235985548512
TU0-12796	insAB1, insB1, insA1	698.0	True	40.99871410368084	0.0022253853887564
TU0-12797	rihC	915.0	False	26.763624350066515	0.0015003185726405741
TU0-12799	yaaU	1547.0	False	2.6219182312966653	0.0014262287665842495
TU0-12800	kefC, kefF	2386.0	True	23.981716572803567	0.0015330651802152333
TU0-12801	djlA	816.0	False	48.84695750396355	0.008886502314871094
TU0-12802	yabP, yabQ	806.0	True	260.5417816929011	0.002031238043898579
TU0-12804	yabI	845.0	False	33.52139174043257	0.001925408834888737
TU0-12807	leuO	1125.0	False	9.150446869156715	0.0016503504299046317
TU0-12808	cra	1086.0	False	146.15403211725248	0.009627044174443685
TU0-12809	lpxC	1037.0	True	1012.1372175672751	0.000126671633874259
TU0-1281	fur, uof	712.0	True	625.234369921062	0.0026098036219388897
TU0-12810	coaE, zapD, yacG	1571.0	True	129.06141763672386	0.003431412317448189
TU0-12811	hofC, hofB, ppdD	3184.0	True	7.434340097242338	0.0019089775231804767
TU0-12812	nadC	912.0	False	148.28881799956477	0.007701635339554948
TU0-12813	yacL	412.0	False	152.91179950804857	0.003040119212982216
TU0-12815	yadG, yadH	1694.0	True	79.38108175136053	0.003040119212982216
TU0-12816	yadI	441.0	False	23.157889806068024	0.007220283130832763
TU0-12817	yadE	1230.0	False	20.42135219853978	0.001925408834888737
TU0-12818	yadC	1269.0	True	2.7269859928421805	0.0002876650578222073
TU0-12819	hrpB	2430.0	False	34.801308108303765	0.0022253853887564
TU0-1282	fldA, fur, uof	1404.0	True	749.1044849764426	0.004278686299752749
TU0-12820	mrcB	2544.0	False	82.55460573077283	0.0022253853887564
TU0-12821	clcA	1422.0	False	33.25872233647308	0.009627044174443685
TU0-12822	mtn, yadS, btuF	2183.0	True	29.49538615022614	0.002454121278816145
TU0-12823	dgt	1559.0	False	53.24070025955411	0.0027505840498410527
TU0-12825	yaeH	387.0	False	428.82929294144157	0.0028881132523331052
TU0-12826	yaeI	813.0	False	19.8339278953531	0.0016503504299046317
TU0-12827	dapD, map, glnD	4384.0	True	88.8777746528241	0.004443251157435547
TU0-1283	fur	606.0	True	5.598243308413063e-12	0.000126671633874259
TU0-12831	cdsA, dxr, ispU	3014.0	True	65.94434779192852	0.008251752149523159
TU0-12832	yaeR	390.0	False	49.35796888971056	0.002100446001696804
TU0-12833	tilS	1299.0	False	54.86925056355849	0.0057762265046662105
TU0-12834	yaeP, rof	510.0	True	338.3372954059162	0.00350074333616134
TU0-12835	nlpE, arfB, yaeQ	1700.0	True	64.99714600220919	0.002457188417858007
TU0-12836	yaeF	825.0	False	9.819059897164518	0.001893844755628266
TU0-12837	rcsF, trmO	1109.0	True	186.1084363486073	0.0025255362639449662
TU0-12838	gmhB	603.0	False	142.49098788513845	0.0057762265046662105
TU0-12839	dkgB	873.0	False	49.59675925690702	0.0021393431498763745
TU0-12840	yafD, yafE	1486.0	True	116.10226441154231	0.008251752149523159
TU0-12841	mltD	1359.0	False	647.1887562762731	0.009627044174443685
TU0-12842	gloB	756.0	False	126.53979135962939	0.0037265977449459425
TU0-12843	dnaQ	732.0	False	142.2474217106461	0.011552453009332421
TU0-12844	yafT	786.0	False	5.329800994767013	0.00175037166808067
TU0-12846	gmhA	579.0	False	313.0446197172521	0.006080238425964432
TU0-12847	yafJ	768.0	False	163.81019186377688	0.0050228056562314875
TU0-12848	dpaA	741.0	False	282.12126717192666	0.004443251157435547
TU0-12849	yafQ, dinJ	655.0	True	198.2031684449697	0.008886502314871094
TU0-12850	yafL	750.0	False	6.089154362300985	0.00175037166808067
TU0-12851	rayT	498.0	False	25.45982894543267	0.0013752920249205263
TU0-12853	dinB, yafN, yafO, yafP	2282.0	True	21.8206637500806	0.0018418524995591822
TU0-12854	yafN, yafO, yafP	1193.0	True	2.0834504242689945e-13	0.000126671633874259
TU0-12857	frsA	1270.0	False	70.82522289636323	0.007220283130832763
TU0-12859	ykfH, ykfI, yafW, ykfG, yafX, ykfF, ykfB, yafY	3226.0	True	16.357140149758195	0.0022216255787177734
TU0-12860	yafZ, ykfA	1777.0	True	14.458756730851409	0.0018853737382251887
TU0-12861	perR	894.0	False	14.766796304545526	0.0022253853887564
TU0-12862	insI1	1965.0	False	76.51320944185326	0.0022253853887564
TU0-12863	ykfC	1146.0	False	24.92493852306651	0.002406761043610921
TU0-12864	mmuP, mmuM	2323.0	True	33.49990060738871	0.0030666793942784308
